Year,FacilityNumber,CountyName,TypeOfControl,IncomeStatementItem,IncomeStatementAmount,AmountPerAdjustedPatientDay
2009,106010846,Alameda,City/County,INC_TAX,0,0
2009,106010846,Alameda,City/County,EXT_ITEM,0,0
2009,106010846,Alameda,City/County,NET_INC_LESS_DSH,17018754,99
2009,106010846,Alameda,City/County,OPERATING_MARGIN,2.21,
2009,106010856,Alameda,Non-Profit,GR_PT_REV,0,0
2009,106010856,Alameda,Non-Profit,DED_REV_PLUS_DSH,0,0
2009,106010856,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106010856,Alameda,Non-Profit,NET_REV_LESS_DSH,0,0
2009,106010856,Alameda,Non-Profit,OTH_OP_REV,0,0
2009,106010856,Alameda,Non-Profit,TOT_OP_EXP,0,0
2009,106010856,Alameda,Non-Profit,NET_OP_LESS_DSH,0,0
2009,106010856,Alameda,Non-Profit,NONOP_REV,0,0
2009,106010856,Alameda,Non-Profit,NONOP_EXP,0,0
2009,106010856,Alameda,Non-Profit,INC_TAX,0,0
2009,106010856,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106010856,Alameda,Non-Profit,NET_INC_LESS_DSH,0,0
2009,106010856,Alameda,Non-Profit,OPERATING_MARGIN,,
2009,106010858,Alameda,Non-Profit,GR_PT_REV,0,0
2009,106010858,Alameda,Non-Profit,DED_REV_PLUS_DSH,0,0
2009,106010858,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106010858,Alameda,Non-Profit,NET_REV_LESS_DSH,0,0
2009,106010858,Alameda,Non-Profit,OTH_OP_REV,0,0
2009,106010858,Alameda,Non-Profit,TOT_OP_EXP,0,0
2009,106010858,Alameda,Non-Profit,NET_OP_LESS_DSH,0,0
2009,106010858,Alameda,Non-Profit,NONOP_REV,0,0
2009,106010858,Alameda,Non-Profit,NONOP_EXP,0,0
2009,106010858,Alameda,Non-Profit,INC_TAX,0,0
2009,106010858,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106010858,Alameda,Non-Profit,NET_INC_LESS_DSH,0,0
2009,106010858,Alameda,Non-Profit,OPERATING_MARGIN,,
2009,106010887,Alameda,Investor,GR_PT_REV,120321300,6137
2009,106010887,Alameda,Investor,DED_REV_PLUS_DSH,77810726,3969
2009,106010887,Alameda,Investor,TOT_CAP_REV,0,0
2009,106010887,Alameda,Investor,NET_REV_LESS_DSH,42510574,2168
2009,106010887,Alameda,Investor,OTH_OP_REV,162067,8
2009,106010887,Alameda,Investor,TOT_OP_EXP,35919949,1832
2009,106010887,Alameda,Investor,NET_OP_LESS_DSH,6752692,344
2009,106010887,Alameda,Investor,NONOP_REV,0,0
2009,106010887,Alameda,Investor,NONOP_EXP,0,0
2009,106010887,Alameda,Investor,INC_TAX,0,0
2009,106010887,Alameda,Investor,EXT_ITEM,0,0
2009,106010887,Alameda,Investor,NET_INC_LESS_DSH,6752692,344
2009,106010887,Alameda,Investor,OPERATING_MARGIN,15.82,
2009,106010937,Alameda,Non-Profit,GR_PT_REV,1943041693,18247
2009,106010937,Alameda,Non-Profit,DED_REV_PLUS_DSH,1541059750,14472
2009,106010937,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106010937,Alameda,Non-Profit,NET_REV_LESS_DSH,401981943,3775
2009,106010937,Alameda,Non-Profit,OTH_OP_REV,55092236,517
2009,106010937,Alameda,Non-Profit,TOT_OP_EXP,426244540,4003
2009,106010937,Alameda,Non-Profit,NET_OP_LESS_DSH,30829639,290
2009,106010937,Alameda,Non-Profit,NONOP_REV,10128418,95
2009,106010937,Alameda,Non-Profit,NONOP_EXP,4486005,42
2009,106010937,Alameda,Non-Profit,INC_TAX,0,0
2009,106010937,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106010937,Alameda,Non-Profit,NET_INC_LESS_DSH,36472052,343
2009,106010937,Alameda,Non-Profit,OPERATING_MARGIN,6.74,
2009,106010967,Alameda,Non-Profit,GR_PT_REV,633249300,12136
2009,106010967,Alameda,Non-Profit,DED_REV_PLUS_DSH,508669243,9749
2009,106010967,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106010967,Alameda,Non-Profit,NET_REV_LESS_DSH,124580057,2388
2009,106010967,Alameda,Non-Profit,OTH_OP_REV,533088,10
2009,106010967,Alameda,Non-Profit,TOT_OP_EXP,125041938,2396
2009,106010967,Alameda,Non-Profit,NET_OP_LESS_DSH,71207,1
2009,106010967,Alameda,Non-Profit,NONOP_REV,3757186,72
2009,106010967,Alameda,Non-Profit,NONOP_EXP,953561,18
2009,106010967,Alameda,Non-Profit,INC_TAX,0,0
2009,106010967,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106010967,Alameda,Non-Profit,NET_INC_LESS_DSH,2874832,55
2009,106010967,Alameda,Non-Profit,OPERATING_MARGIN,0.06,
2009,106010987,Alameda,District,GR_PT_REV,1586962412,20531
2009,106010987,Alameda,District,DED_REV_PLUS_DSH,1221101587,15798
2009,106010987,Alameda,District,TOT_CAP_REV,0,0
2009,106010987,Alameda,District,NET_REV_LESS_DSH,365860825,4733
2009,106010987,Alameda,District,OTH_OP_REV,3637093,47
2009,106010987,Alameda,District,TOT_OP_EXP,339234988,4389
2009,106010987,Alameda,District,NET_OP_LESS_DSH,30262930,392
2009,106010987,Alameda,District,NONOP_REV,18737934,242
2009,106010987,Alameda,District,NONOP_EXP,2151401,28
2009,106010987,Alameda,District,INC_TAX,0,0
2009,106010987,Alameda,District,EXT_ITEM,0,0
2009,106010987,Alameda,District,NET_INC_LESS_DSH,46849463,606
2009,106010987,Alameda,District,OPERATING_MARGIN,8.19,
2009,106013687,Alameda,Non-Profit,GR_PT_REV,7593285,1062
2009,106013687,Alameda,Non-Profit,DED_REV_PLUS_DSH,6074628,849
2009,106013687,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106013687,Alameda,Non-Profit,NET_REV_LESS_DSH,1518657,212
2009,106013687,Alameda,Non-Profit,OTH_OP_REV,28795,4
2009,106013687,Alameda,Non-Profit,TOT_OP_EXP,4303813,602
2009,106013687,Alameda,Non-Profit,NET_OP_LESS_DSH,-2756361,-385
2009,106013687,Alameda,Non-Profit,NONOP_REV,0,0
2009,106013687,Alameda,Non-Profit,NONOP_EXP,0,0
2009,106013687,Alameda,Non-Profit,INC_TAX,0,0
2009,106013687,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106013687,Alameda,Non-Profit,NET_INC_LESS_DSH,-2756361,-385
2009,106013687,Alameda,Non-Profit,OPERATING_MARGIN,-178.12,
2009,106014034,Alameda,Investor,GR_PT_REV,64742274,2078
2009,106014034,Alameda,Investor,DED_REV_PLUS_DSH,35121132,1127
2009,106014034,Alameda,Investor,TOT_CAP_REV,0,0
2009,106014034,Alameda,Investor,NET_REV_LESS_DSH,29621142,951
2009,106014034,Alameda,Investor,OTH_OP_REV,9494,0
2009,106014034,Alameda,Investor,TOT_OP_EXP,22546525,724
2009,106014034,Alameda,Investor,NET_OP_LESS_DSH,7084111,227
2009,106014034,Alameda,Investor,NONOP_REV,-4249,0
2009,106014034,Alameda,Investor,NONOP_EXP,0,0
2009,106014034,Alameda,Investor,INC_TAX,0,0
2009,106014034,Alameda,Investor,EXT_ITEM,0,0
2009,106014034,Alameda,Investor,NET_INC_LESS_DSH,7079862,227
2009,106014034,Alameda,Investor,OPERATING_MARGIN,23.91,
2009,106014050,Alameda,Non-Profit,GR_PT_REV,967155518,14390
2009,106014050,Alameda,Non-Profit,DED_REV_PLUS_DSH,759033916,11293
2009,106014050,Alameda,Non-Profit,TOT_CAP_REV,0,0
2009,106014050,Alameda,Non-Profit,NET_REV_LESS_DSH,208121602,3097
2009,106014050,Alameda,Non-Profit,OTH_OP_REV,9805385,146
2009,106014050,Alameda,Non-Profit,TOT_OP_EXP,212132233,3156
2009,106014050,Alameda,Non-Profit,NET_OP_LESS_DSH,5794754,86
2009,106014050,Alameda,Non-Profit,NONOP_REV,800397,12
2009,106014050,Alameda,Non-Profit,NONOP_EXP,111438,2
2009,106014050,Alameda,Non-Profit,INC_TAX,0,0
2009,106014050,Alameda,Non-Profit,EXT_ITEM,0,0
2009,106014050,Alameda,Non-Profit,NET_INC_LESS_DSH,6483713,96
2009,106014050,Alameda,Non-Profit,OPERATING_MARGIN,2.66,
2009,106014207,Alameda,Investor,GR_PT_REV,10810953,1583
2009,106014207,Alameda,Investor,DED_REV_PLUS_DSH,4393717,643
2009,106014207,Alameda,Investor,TOT_CAP_REV,0,0
2009,106014207,Alameda,Investor,NET_REV_LESS_DSH,6417236,940
2009,106014207,Alameda,Investor,OTH_OP_REV,1157,0
2009,106014207,Alameda,Investor,TOT_OP_EXP,7274133,1065
2009,106014207,Alameda,Investor,NET_OP_LESS_DSH,-855740,-125
2009,106014207,Alameda,Investor,NONOP_REV,0,0
2009,106014207,Alameda,Investor,NONOP_EXP,0,0
2009,106014207,Alameda,Investor,INC_TAX,0,0
2009,106014207,Alameda,Investor,EXT_ITEM,0,0
2009,106014207,Alameda,Investor,NET_INC_LESS_DSH,-855740,-125
2009,106014207,Alameda,Investor,OPERATING_MARGIN,-13.33,
2009,106014226,Alameda,Investor,GR_PT_REV,5892928,1776
2009,106014226,Alameda,Investor,DED_REV_PLUS_DSH,695758,210
2009,106014226,Alameda,Investor,TOT_CAP_REV,0,0
2009,106014226,Alameda,Investor,NET_REV_LESS_DSH,5197170,1566
2009,106014226,Alameda,Investor,OTH_OP_REV,737,0
2009,106014226,Alameda,Investor,TOT_OP_EXP,4897726,1476
2009,106014226,Alameda,Investor,NET_OP_LESS_DSH,300181,90
2009,106014226,Alameda,Investor,NONOP_REV,0,0
2009,106014226,Alameda,Investor,NONOP_EXP,0,0
2009,106014226,Alameda,Investor,INC_TAX,0,0
2009,106014226,Alameda,Investor,EXT_ITEM,0,0
2009,106014226,Alameda,Investor,NET_INC_LESS_DSH,300181,90
2009,106014226,Alameda,Investor,OPERATING_MARGIN,5.78,
2009,106034002,Amador,Non-Profit,GR_PT_REV,171420367,10270
2009,106034002,Amador,Non-Profit,DED_REV_PLUS_DSH,112068364,6714
2009,106034002,Amador,Non-Profit,TOT_CAP_REV,0,0
2009,106034002,Amador,Non-Profit,NET_REV_LESS_DSH,59352003,3556
2009,106034002,Amador,Non-Profit,OTH_OP_REV,218502,13
2009,106034002,Amador,Non-Profit,TOT_OP_EXP,58514740,3506
2009,106034002,Amador,Non-Profit,NET_OP_LESS_DSH,1055765,63
2009,106034002,Amador,Non-Profit,NONOP_REV,0,0
2009,106034002,Amador,Non-Profit,NONOP_EXP,0,0
2009,106034002,Amador,Non-Profit,INC_TAX,0,0
2009,106034002,Amador,Non-Profit,EXT_ITEM,0,0
2009,106034002,Amador,Non-Profit,NET_INC_LESS_DSH,1055765,63
2009,106034002,Amador,Non-Profit,OPERATING_MARGIN,1.77,
2009,106040802,Butte,Non-Profit,GR_PT_REV,35860747,1791
2009,106040802,Butte,Non-Profit,DED_REV_PLUS_DSH,20428588,1020
2009,106040802,Butte,Non-Profit,TOT_CAP_REV,0,0
2009,106040802,Butte,Non-Profit,NET_REV_LESS_DSH,15432159,771
2009,106040802,Butte,Non-Profit,OTH_OP_REV,531312,27
2009,106040802,Butte,Non-Profit,TOT_OP_EXP,16244061,811
2009,106040802,Butte,Non-Profit,NET_OP_LESS_DSH,-280590,-14
2009,106040802,Butte,Non-Profit,NONOP_REV,7662,0
2009,106040802,Butte,Non-Profit,NONOP_EXP,0,0
2009,106040802,Butte,Non-Profit,INC_TAX,0,0
2009,106040802,Butte,Non-Profit,EXT_ITEM,0,0
2009,106040802,Butte,Non-Profit,NET_INC_LESS_DSH,-272928,-14
2009,106040802,Butte,Non-Profit,OPERATING_MARGIN,-1.76,
2009,106040875,Butte,Non-Profit,GR_PT_REV,713872921,17094
2009,106040875,Butte,Non-Profit,DED_REV_PLUS_DSH,584767359,14002
2009,106040875,Butte,Non-Profit,TOT_CAP_REV,0,0
2009,106040875,Butte,Non-Profit,NET_REV_LESS_DSH,129105562,3091
2009,106040875,Butte,Non-Profit,OTH_OP_REV,2390503,57
2009,106040875,Butte,Non-Profit,TOT_OP_EXP,129599792,3103
2009,106040875,Butte,Non-Profit,NET_OP_LESS_DSH,1896273,45
2009,106040875,Butte,Non-Profit,NONOP_REV,5302400,127
2009,106040875,Butte,Non-Profit,NONOP_EXP,5919206,142
2009,106040875,Butte,Non-Profit,INC_TAX,0,0
2009,106040875,Butte,Non-Profit,EXT_ITEM,0,0
2009,106040875,Butte,Non-Profit,NET_INC_LESS_DSH,1279467,31
2009,106040875,Butte,Non-Profit,OPERATING_MARGIN,1.44,
2009,106040937,Butte,Non-Profit,GR_PT_REV,467728606,8411
2009,106040937,Butte,Non-Profit,DED_REV_PLUS_DSH,341923156,6149
2009,106040937,Butte,Non-Profit,TOT_CAP_REV,0,0
2009,106040937,Butte,Non-Profit,NET_REV_LESS_DSH,125805450,2262
2009,106040937,Butte,Non-Profit,OTH_OP_REV,792206,14
2009,106040937,Butte,Non-Profit,TOT_OP_EXP,120911251,2174
2009,106040937,Butte,Non-Profit,NET_OP_LESS_DSH,5686405,102
2009,106040937,Butte,Non-Profit,NONOP_REV,288656,5
2009,106040937,Butte,Non-Profit,NONOP_EXP,107462,2
2009,106040937,Butte,Non-Profit,INC_TAX,0,0
2009,106040937,Butte,Non-Profit,EXT_ITEM,0,0
2009,106040937,Butte,Non-Profit,NET_INC_LESS_DSH,5867599,106
2009,106040937,Butte,Non-Profit,OPERATING_MARGIN,4.49,
2009,106040962,Butte,Non-Profit,GR_PT_REV,1168682004,11435
2009,106040962,Butte,Non-Profit,DED_REV_PLUS_DSH,867405173,8487
2009,106040962,Butte,Non-Profit,TOT_CAP_REV,0,0
2009,106040962,Butte,Non-Profit,NET_REV_LESS_DSH,301276831,2948
2009,106040962,Butte,Non-Profit,OTH_OP_REV,2169908,21
2009,106040962,Butte,Non-Profit,TOT_OP_EXP,292996127,2867
2009,106040962,Butte,Non-Profit,NET_OP_LESS_DSH,10450612,102
2009,106040962,Butte,Non-Profit,NONOP_REV,-2820033,-28
2009,106040962,Butte,Non-Profit,NONOP_EXP,5325359,52
2009,106040962,Butte,Non-Profit,INC_TAX,0,0
2009,106040962,Butte,Non-Profit,EXT_ITEM,0,0
2009,106040962,Butte,Non-Profit,NET_INC_LESS_DSH,2305220,23
2009,106040962,Butte,Non-Profit,OPERATING_MARGIN,3.44,
2009,106044006,Butte,City/County,GR_PT_REV,4354171,837
2009,106044006,Butte,City/County,DED_REV_PLUS_DSH,0,0
2009,106044006,Butte,City/County,TOT_CAP_REV,0,0
2009,106044006,Butte,City/County,NET_REV_LESS_DSH,4354171,837
2009,106044006,Butte,City/County,OTH_OP_REV,0,0
2009,106044006,Butte,City/County,TOT_OP_EXP,4354171,837
2009,106044006,Butte,City/County,NET_OP_LESS_DSH,0,0
2009,106044006,Butte,City/County,NONOP_REV,0,0
2009,106044006,Butte,City/County,NONOP_EXP,0,0
2009,106044006,Butte,City/County,INC_TAX,0,0
2009,106044006,Butte,City/County,EXT_ITEM,0,0
2009,106044006,Butte,City/County,NET_INC_LESS_DSH,0,0
2009,106044006,Butte,City/County,OPERATING_MARGIN,0,
2009,106050932,Calaveras,Non-Profit,GR_PT_REV,114401062,8147
2009,106050932,Calaveras,Non-Profit,DED_REV_PLUS_DSH,71825055,5115
2009,106050932,Calaveras,Non-Profit,TOT_CAP_REV,0,0
2009,106050932,Calaveras,Non-Profit,NET_REV_LESS_DSH,42576007,3032
2009,106050932,Calaveras,Non-Profit,OTH_OP_REV,551224,39
2009,106050932,Calaveras,Non-Profit,TOT_OP_EXP,40837466,2908
2009,106050932,Calaveras,Non-Profit,NET_OP_LESS_DSH,2289765,163
2009,106050932,Calaveras,Non-Profit,NONOP_REV,-1191032,-85
2009,106050932,Calaveras,Non-Profit,NONOP_EXP,48303,3
2009,106050932,Calaveras,Non-Profit,INC_TAX,0,0
2009,106050932,Calaveras,Non-Profit,EXT_ITEM,0,0
2009,106050932,Calaveras,Non-Profit,NET_INC_LESS_DSH,1050430,75
2009,106050932,Calaveras,Non-Profit,OPERATING_MARGIN,5.31,
2009,106060870,Colusa,Non-Profit,GR_PT_REV,58211309,5585
2009,106060870,Colusa,Non-Profit,DED_REV_PLUS_DSH,39245328,3765
2009,106060870,Colusa,Non-Profit,TOT_CAP_REV,0,0
2009,106060870,Colusa,Non-Profit,NET_REV_LESS_DSH,18965981,1820
2009,106060870,Colusa,Non-Profit,OTH_OP_REV,135592,13
2009,106060870,Colusa,Non-Profit,TOT_OP_EXP,19757546,1896
2009,106060870,Colusa,Non-Profit,NET_OP_LESS_DSH,-655973,-63
2009,106060870,Colusa,Non-Profit,NONOP_REV,141184,14
2009,106060870,Colusa,Non-Profit,NONOP_EXP,0,0
2009,106060870,Colusa,Non-Profit,INC_TAX,0,0
2009,106060870,Colusa,Non-Profit,EXT_ITEM,0,0
2009,106060870,Colusa,Non-Profit,NET_INC_LESS_DSH,-514789,-49
2009,106060870,Colusa,Non-Profit,OPERATING_MARGIN,-3.43,
2009,106070904,Contra Costa,District,GR_PT_REV,680143563,14700
2009,106070904,Contra Costa,District,DED_REV_PLUS_DSH,557587301,12051
2009,106070904,Contra Costa,District,TOT_CAP_REV,0,0
2009,106070904,Contra Costa,District,NET_REV_LESS_DSH,122556262,2649
2009,106070904,Contra Costa,District,OTH_OP_REV,631093,14
2009,106070904,Contra Costa,District,TOT_OP_EXP,138322259,2990
2009,106070904,Contra Costa,District,NET_OP_LESS_DSH,-15134904,-327
2009,106070904,Contra Costa,District,NONOP_REV,26327162,569
2009,106070904,Contra Costa,District,NONOP_EXP,144211,3
2009,106070904,Contra Costa,District,INC_TAX,0,0
2009,106070904,Contra Costa,District,EXT_ITEM,0,0
2009,106070904,Contra Costa,District,NET_INC_LESS_DSH,11048047,239
2009,106070904,Contra Costa,District,OPERATING_MARGIN,-12.29,
2009,106070924,Contra Costa,City/County,GR_PT_REV,510389650,6064
2009,106070924,Contra Costa,City/County,DED_REV_PLUS_DSH,262045703,3114
2009,106070924,Contra Costa,City/County,TOT_CAP_REV,0,0
2009,106070924,Contra Costa,City/County,NET_REV_LESS_DSH,248343947,2951
2009,106070924,Contra Costa,City/County,OTH_OP_REV,12779462,152
2009,106070924,Contra Costa,City/County,TOT_OP_EXP,363750899,4322
2009,106070924,Contra Costa,City/County,NET_OP_LESS_DSH,-102627490,-1219
2009,106070924,Contra Costa,City/County,NONOP_REV,101897832,1211
2009,106070924,Contra Costa,City/County,NONOP_EXP,0,0
2009,106070924,Contra Costa,City/County,INC_TAX,0,0
2009,106070924,Contra Costa,City/County,EXT_ITEM,0,0
2009,106070924,Contra Costa,City/County,NET_INC_LESS_DSH,-729658,-9
2009,106070924,Contra Costa,City/County,OPERATING_MARGIN,-39.3,
2009,106070934,Contra Costa,Non-Profit,GR_PT_REV,541547251,12093
2009,106070934,Contra Costa,Non-Profit,DED_REV_PLUS_DSH,406159563,9070
2009,106070934,Contra Costa,Non-Profit,TOT_CAP_REV,0,0
2009,106070934,Contra Costa,Non-Profit,NET_REV_LESS_DSH,135387688,3023
2009,106070934,Contra Costa,Non-Profit,OTH_OP_REV,960347,21
2009,106070934,Contra Costa,Non-Profit,TOT_OP_EXP,139923961,3124
2009,106070934,Contra Costa,Non-Profit,NET_OP_LESS_DSH,-3575926,-80
2009,106070934,Contra Costa,Non-Profit,NONOP_REV,2906166,65
2009,106070934,Contra Costa,Non-Profit,NONOP_EXP,371508,8
2009,106070934,Contra Costa,Non-Profit,INC_TAX,0,0
2009,106070934,Contra Costa,Non-Profit,EXT_ITEM,0,0
2009,106070934,Contra Costa,Non-Profit,NET_INC_LESS_DSH,-1041268,-23
2009,106070934,Contra Costa,Non-Profit,OPERATING_MARGIN,-2.62,
2009,106070988,Contra Costa,Non-Profit,GR_PT_REV,2483397692,21371
2009,106070988,Contra Costa,Non-Profit,DED_REV_PLUS_DSH,1839462038,15829
2009,106070988,Contra Costa,Non-Profit,TOT_CAP_REV,4735738,41
2009,106070988,Contra Costa,Non-Profit,NET_REV_LESS_DSH,648671392,5582
2009,106070988,Contra Costa,Non-Profit,OTH_OP_REV,74103904,638
2009,106070988,Contra Costa,Non-Profit,TOT_OP_EXP,651754222,5609
2009,106070988,Contra Costa,Non-Profit,NET_OP_LESS_DSH,71021074,611
2009,106070988,Contra Costa,Non-Profit,NONOP_REV,16914118,146
2009,106070988,Contra Costa,Non-Profit,NONOP_EXP,692948,6
2009,106070988,Contra Costa,Non-Profit,INC_TAX,0,0
2009,106070988,Contra Costa,Non-Profit,EXT_ITEM,0,0
2009,106070988,Contra Costa,Non-Profit,NET_INC_LESS_DSH,87242244,751
2009,106070988,Contra Costa,Non-Profit,OPERATING_MARGIN,9.83,
2009,106070990,Contra Costa,Non-Profit,GR_PT_REV,0,0
2009,106070990,Contra Costa,Non-Profit,DED_REV_PLUS_DSH,0,0
2009,106070990,Contra Costa,Non-Profit,TOT_CAP_REV,0,0
2009,106070990,Contra Costa,Non-Profit,NET_REV_LESS_DSH,0,0
2009,106070990,Contra Costa,Non-Profit,OTH_OP_REV,0,0
2009,106070990,Contra Costa,Non-Profit,TOT_OP_EXP,0,0
2009,106070990,Contra Costa,Non-Profit,NET_OP_LESS_DSH,0,0
2009,106070990,Contra Costa,Non-Profit,NONOP_REV,0,0
2009,106070990,Contra Costa,Non-Profit,NONOP_EXP,0,0
2009,106070990,Contra Costa,Non-Profit,INC_TAX,0,0
2009,106070990,Contra Costa,Non-Profit,EXT_ITEM,0,0
2009,106070990,Contra Costa,Non-Profit,NET_INC_LESS_DSH,0,0
2009,106070990,Contra Costa,Non-Profit,OPERATING_MARGIN,,
2009,106071018,Contra Costa,Non-Profit,GR_PT_REV,1502925258,22947
2009,106071018,Contra Costa,Non-Profit,DED_REV_PLUS_DSH,1210883616,18488
2009,106071018,Contra Costa,Non-Profit,TOT_CAP_REV,1914696,29
2009,106071018,Contra Costa,Non-Profit,NET_REV_LESS_DSH,293956338,4488
2009,106071018,Contra Costa,Non-Profit,OTH_OP_REV,4326113,66
2009,106071018,Contra Costa,Non-Profit,TOT_OP_EXP,301852161,4609
2009,106071018,Contra Costa,Non-Profit,NET_OP_LESS_DSH,-3569710,-55
2009,106071018,Contra Costa,Non-Profit,NONOP_REV,6929667,106
2009,106071018,Contra Costa,Non-Profit,NONOP_EXP,8443060,129
2009,106071018,Contra Costa,Non-Profit,INC_TAX,0,0
2009,106071018,Contra Costa,Non-Profit,EXT_ITEM,0,0
